,Barridas ganadas,Intercepciones,Despejes,Despejes por alto,Regateado,Error que llevó al gol,Errores que terminan el disparo,Posesiones ganadas en el último tercio,Faltas cometidas,Barridas totales
8015,0,1,10,,0,,,,0,0
8018,1,1,5,,1,,,,1,2
8021,0,0,6,,0,,,1,0,0
8022,2,0,3,,1,,,,0,2
8023,1,0,5,,0,,,,1,2
8024,1,0,4,,1,,,,3,1
8026,0,0,11,,0,,,,2,0
8035,2,2,3,,1,,,,1,2
8037,0,0,0,,0,,,,0,0
8038,1,3,6,,0,,,,0,1
8046,1,0,2,,0,,,,0,1
8047,0,0,0,,0,,,,0,0
8048,0,0,15,,1,,,,0,0
8050,0,0,0,,0,,,,0,0
8055,1,0,1,,3,,,,2,2
8061,4,1,5,,2,,,,1,5
8063,1,1,1,,1,,,,0,1
8065,1,0,4,,2,,,1,0,1
8070,0,0,2,,1,,,,0,0
8072,0,0,1,,0,,,,0,0
8073,0,2,6,,1,,,,0,0
8077,1,0,3,,0,,,,0,2
8078,0,3,6,,0,,,,1,0
8082,1,0,6,,0,,,,3,1
8088,1,0,2,,0,,,,1,2
8089,1,0,0,,0,,,,1,1
8091,0,0,1,,0,,,,0,0
8095,2,1,2,,0,,,1,5,2
8098,1,0,0,,0,,,,0,1
8099,0,0,4,,1,,,,1,0
8100,0,0,0,,0,,,,0,0
8107,0,2,3,,0,,,,3,0
8111,0,0,3,,0,,,,1,0
8113,1,1,3,,0,,,,0,1
8114,5,1,1,,0,,,,1,7
8117,1,3,8,,0,,,1,0,2
8122,1,1,3,,2,,,,1,1
8127,0,0,4,,0,,,,4,0
8129,0,0,2,,0,,,,0,0
8132,1,2,9,,0,,,,2,1
8133,0,0,0,,0,,,,0,0
8135,0,1,1,,1,,,,0,0
8139,0,0,0,,0,,,1,0,0
8140,1,0,9,,1,,,,1,3
8142,0,0,1,,0,,,,0,0
8149,1,1,2,,2,,,,0,1
8153,4,0,3,,1,,,,1,5
8155,0,2,1,,0,,,,1,0
8157,1,2,6,,3,,,,0,1
8163,1,1,1,,0,,,1,0,1
8170,0,0,4,,0,1,,,1,0
8171,0,0,6,,0,,,,1,0
8175,0,1,3,,0,,,,0,0
8176,0,0,2,,0,,,1,1,0
8177,1,1,1,,0,,,,0,1
8179,0,2,6,,0,,,,3,0
8181,2,1,2,,1,,,,1,2
8187,0,0,6,,0,,,,2,0
8197,0,2,1,,1,,,,2,0
8199,1,0,3,,1,,,,0,1
8200,1,2,7,,0,,,,1,1
8204,1,2,9,,0,,,,1,1
8206,2,1,5,,1,,1,,1,3
8213,1,1,3,,0,,,1,0,1
8215,0,0,5,,1,,,,2,0
8218,1,2,1,,3,,,1,0,3
8220,0,0,2,,0,,,,0,0
8223,0,0,2,,0,,,,1,0
8225,0,2,4,,0,,,,0,0
8231,5,0,4,,5,,,,2,5
8233,1,0,1,,1,,,,5,1
8238,0,0,1,,0,,,,1,0
8243,0,0,0,,0,,,,0,0
8244,2,1,7,,0,,,,0,3
8245,2,0,6,,1,,,,2,3
8246,1,3,4,,3,,,,1,2
8247,0,0,2,,0,,,,0,0
8254,1,3,8,,0,,,,0,2
8258,2,1,1,,1,,,,1,3
8263,0,0,3,,0,,,,0,0
8264,4,1,2,,2,,,1,3,6
8266,1,1,3,,0,,,,0,4
8268,1,2,6,,0,,,,0,2
8270,1,2,8,,0,,,,0,1
8279,0,2,0,,0,,,,0,0
8283,0,0,0,,2,,,,2,0
8286,3,0,5,,0,,,,0,4
8290,0,0,1,,0,,,,0,0
8293,1,0,11,,0,,,,1,1
8294,1,0,3,,1,,,,2,2
8298,3,1,9,,0,,,,0,3
8301,2,1,1,,2,,,1,1,2
8306,1,0,2,,1,,,1,0,1
8308,1,0,1,,0,,,,0,1
8311,1,0,3,,0,,,,0,1
8315,0,0,0,,0,,,,0,0
8317,1,1,3,,1,,,1,0,1
8319,1,1,0,,1,,,,0,3
8320,0,1,0,,0,,,,0,0
8329,2,0,3,,0,,,,2,4
8334,3,0,0,,0,,,1,0,4
8336,3,0,3,,0,,,,2,3
8339,4,2,2,,0,,,,0,5
8340,3,1,11,,1,,,,2,3
8346,2,2,2,,0,,,,1,2
8356,2,0,0,,1,,,,1,3
8357,2,1,7,,1,,,,0,4
8359,0,0,2,,0,,,,1,0
8362,1,0,3,,0,,,,0,1
8363,1,2,3,,0,,,,1,1
8365,3,3,1,,5,,1,,2,4
8369,0,0,0,,0,,,,1,0
8375,1,0,10,,1,,,,1,2
8378,2,0,6,,0,,,,0,2
8379,1,1,1,,0,,,,0,1
8380,0,0,4,,1,,,,0,0
8388,0,0,6,,0,,,,1,0
8393,1,2,8,,0,,1,,0,1
8395,0,1,8,,1,,,,0,0
8400,1,1,2,,0,,,,1,1
8401,0,0,1,,0,,,,0,0
8402,2,0,1,,0,,1,1,4,2
8406,1,1,6,,0,,,,1,3
8407,0,0,2,,1,,,,2,0
8411,1,0,5,,0,,,,0,2
8412,0,0,2,,0,,,,1,0
8418,0,0,0,,0,,,,0,0
8420,0,2,5,,0,,,,1,0
8424,1,2,6,,3,,,,2,2
8430,0,1,4,,0,,,,0,0
8435,3,2,2,,0,,,,0,3
8439,2,0,1,,1,,,,0,2
8443,0,0,0,,0,,,,0,0
8454,0,0,1,,1,,,,0,0
8455,3,0,12,,1,,,,0,4
8456,0,1,3,,1,,,3,1,0
8460,0,0,6,,1,,,,0,0
8463,1,1,1,,0,,,,1,2
8465,5,3,4,,0,,,2,3,6
8466,2,2,5,,1,,,,1,2
8469,0,1,7,,0,,,,2,0
8470,2,1,5,,1,,,,0,3
8474,4,0,2,,0,,,,1,6
8476,0,0,2,,0,,,,0,0
8480,0,1,4,,0,,,,2,0
8482,0,0,2,,0,,,,3,0
8483,0,1,0,,0,,,,0,0
8484,0,0,4,,0,,,,1,0
8485,0,0,1,,0,,,1,1,0
8488,0,0,0,,0,,,,0,0
8491,0,0,0,,0,,,,1,0
8500,1,3,1,,0,,,1,2,2
8505,0,1,5,,2,,,2,0,0
8508,2,1,3,,1,,,,0,3
8510,0,2,8,,1,,,,2,0
8516,1,0,2,,2,,,,0,1
8517,0,0,6,,0,,,,1,0
8519,1,1,5,,0,,,,4,2
8522,0,0,0,,0,,,,1,0
8523,0,0,6,,0,,,,1,0
8525,1,0,4,,1,,,,3,1
8536,3,0,2,,2,,,,1,4
8540,0,0,4,,0,,,,2,0
8542,1,2,6,,1,,,,0,2
8544,1,0,6,,1,,,,0,2
8545,1,2,1,,2,,,,4,4
8546,1,2,2,,1,,,1,1,1
8561,2,0,1,,1,,,,1,3
8562,1,2,7,,0,,,,2,1
8563,0,1,0,,1,,,,1,0
8564,0,2,11,,1,,,,1,0
8570,0,0,0,,0,,,,0,0
8572,1,1,5,,0,,,1,1,1
8574,3,0,5,,2,,,,1,4
8576,0,0,4,,0,,,,0,0
8578,2,0,11,,1,,,,2,2
8579,1,1,0,,0,,,1,1,1
8586,1,0,2,,1,,,,0,3
8591,0,0,0,,0,,,,0,0
8592,1,3,1,,0,,,,1,2
8594,0,1,9,,0,,,,0,0
8595,1,0,16,,0,,,,5,3
8600,1,2,3,,0,,,,0,1
8602,0,2,0,,0,,,,0,0
8603,4,0,4,,0,,,1,1,4
8606,0,0,0,,0,,,,0,0
8611,1,3,9,,0,,,,0,3
8614,1,0,6,,0,,,,2,2
8616,2,1,4,,1,,,,1,4
8617,0,0,3,,0,,,,0,0
8621,0,0,2,,0,,,,0,0
8622,0,1,1,,1,,,1,4,0
8625,0,0,4,,1,,,,0,0
8628,2,2,4,,2,,,,1,7
8629,1,1,4,,0,,,,2,1
8636,1,1,7,,0,,2,,1,1
8637,0,0,2,,0,,,,0,0
8639,1,1,8,,0,,,,0,1
8647,0,0,0,,3,,,2,0,0
8648,3,0,2,,0,,,,0,3
8650,0,1,1,,0,,,,0,0
8652,3,1,4,,0,,,,0,3
8653,1,2,2,,2,,,,2,2
8655,0,0,0,,0,,,1,0,0
8657,0,2,2,,3,,,,0,0
8663,0,0,0,,0,,,,0,0
8664,0,1,3,,0,,,2,1,0
8667,0,0,1,,0,,,,0,0
8668,1,0,1,,0,,,,0,1
8672,2,0,5,,0,,,,2,3
8675,0,2,2,,1,,,,3,0
8676,0,0,1,,0,,,,0,0
8677,0,0,2,,0,,,,0,0
8680,4,0,3,,2,,,,0,4
8682,0,1,3,,1,,,,1,0
8683,0,1,9,,1,,,,0,0
8688,0,0,2,,0,,,,1,0
8689,3,1,10,,1,,,,1,3
8691,0,0,3,,0,,,,0,0
8694,4,0,3,,2,,,,0,4
8695,0,0,0,,0,1,,,1,0
8697,1,1,4,,1,,,,2,1
8706,0,0,2,,0,,,,0,0
8711,3,1,2,,1,,,,0,5
8713,0,0,0,,0,,,,0,0
8715,2,1,4,,1,,,,2,2
8718,0,0,1,,0,,,1,0,0
8719,0,0,0,,1,,,1,1,0
8722,1,1,3,,1,,,,0,2
8726,1,1,3,,2,,,,0,1
8727,3,1,0,,0,,,,5,3
8735,0,0,1,,0,,,,1,0
8736,0,0,8,,0,,,,0,0
8743,1,2,5,,1,,,,4,2
8746,2,1,8,,0,,,,1,4
8748,0,1,0,,0,,,,0,0
8749,0,2,4,,1,,,,1,0
8750,0,0,1,,0,,,,1,0
8753,0,0,1,,0,,,,0,0
8754,0,0,3,,0,,,,0,0
8757,1,0,9,,0,,,,1,1
8759,2,1,4,,1,,,,1,2
8761,0,3,1,,0,,1,,1,0
8763,0,2,5,,0,,,,0,0
8765,0,0,2,,1,,,1,0,0
8766,1,3,5,,1,,,,2,3
8770,0,0,4,,0,,,,1,0
8779,1,2,3,,1,,,,0,1
8785,1,2,3,,3,,,,1,1
8786,0,0,1,,1,,,,0,0
8787,3,0,21,,1,,,,1,3
8795,0,0,4,,0,,,,0,0
8798,0,3,3,,0,,,,1,0
8799,0,0,0,,1,,,,0,0
8804,5,3,0,,0,,,,3,6
8813,2,2,4,,0,,1,,0,5
8816,1,1,1,,1,,,,2,4
8818,0,1,4,,0,,,,0,0
8819,1,3,6,,0,,,,0,1
8821,0,1,3,,0,,,,0,0
8822,0,0,7,,0,,,,1,0
8825,1,0,1,,0,,,,2,1
8830,1,0,5,,1,,,,3,1
8831,0,0,3,,0,,,,1,0
8832,2,1,3,,0,,,,1,2
8836,0,2,6,,0,,,,1,0
8838,0,0,0,,0,,,,0,0
8847,3,1,0,,0,,,,3,3
8849,0,1,4,,0,,,,2,0
8853,0,0,3,,0,,,,3,0
8860,0,1,4,,0,,,,0,0
8865,0,1,1,,1,,,,1,0
8867,0,1,4,,1,,,,1,0
8869,1,3,3,,0,,,,1,1
8872,2,0,2,,0,,,,1,2
8874,0,0,1,,0,,,1,2,0
8881,3,3,3,,2,,,,1,3
8882,0,1,4,,0,,,,0,0
8888,2,1,6,,0,,,,0,4
8892,0,0,1,,0,,,,0,0
8894,3,1,5,,0,,1,,1,3
8897,3,1,1,,1,,,,1,4
8898,0,0,0,,1,,,,0,0
8899,0,0,2,,1,,,,1,0
8901,0,0,0,,0,,,,0,0
8903,0,0,2,,2,,,,1,0
8904,1,2,4,,0,,,,2,2
8909,1,0,2,,1,,,4,1,2
8915,0,1,4,,1,,,,1,0
8916,0,0,0,,0,,,,0,0
8919,0,0,0,,0,,,,1,0
8920,0,0,0,,0,,,,0,0
8922,1,0,1,,0,,,,0,2
8925,0,0,8,,0,,1,,1,0
8927,3,0,4,,1,,,,0,5
8930,0,0,3,,0,,,,2,0
8931,1,0,5,,1,,,,2,2
8932,1,2,5,,0,,,,0,4
8935,0,1,0,,0,,,,0,0
8939,0,3,7,,1,,,,2,0
8941,2,1,1,,0,,,,0,2
8942,1,0,1,,0,,,,2,1
8944,0,0,0,,0,,,,0,0
8952,1,3,6,,0,,,,1,3
8953,0,1,12,,0,,,,0,0
8960,0,0,0,,1,,,,1,0
8961,1,1,6,,1,,,,0,1
8962,0,1,14,,0,,,,2,0
8965,1,0,3,,0,,,,1,2
8967,3,3,4,,1,,,1,0,4
8969,1,0,6,,1,,,,1,1
8972,3,1,1,,0,,,,1,4
8973,1,0,2,,0,,,,2,1
8980,0,0,1,,0,,,,1,0
8981,2,0,6,,1,,,,1,3
8986,0,1,12,,0,,,,1,0
8987,2,1,3,,0,,,,0,2
8994,0,2,12,,0,,,,4,0
8997,2,3,4,,0,,,1,2,2
9000,3,0,0,,0,,,,0,3
9001,1,1,5,,0,,,,0,1
9005,3,4,5,,2,,,,3,4
9006,0,0,7,,0,,,1,0,0
9014,0,0,3,,0,,,,0,0
9015,0,1,8,,0,,,,0,0
9016,2,2,3,,0,,,,1,2
9018,0,0,1,,0,,1,,0,0
9025,0,1,6,,0,,,,0,0
9029,1,0,3,,0,,,,1,1
9030,6,2,7,,0,,1,,3,7
9035,0,0,2,,2,,,,1,0
9036,1,1,2,,0,1,,,0,1
9045,2,1,11,,1,,,,0,2
9051,2,3,1,,0,,,,1,3
9054,1,0,2,,1,,,,1,1
9055,1,0,4,,1,1,1,,0,1
9056,0,2,7,,0,,,,0,0
9059,1,1,4,,0,,,,0,2
9065,0,0,5,,0,,,,0,0
9069,1,0,4,,0,,,,1,1
9072,1,0,10,,0,,,,0,1
9074,1,1,6,,1,,,,2,1
9078,1,1,9,,2,,,,0,2
9080,0,0,1,,0,,,,0,0
9088,1,2,0,,0,,,,2,1
9090,1,1,6,,2,,,,0,1
9091,0,1,2,,0,,,,3,0
9094,0,1,1,,0,,,,2,0
9097,1,0,11,,0,,,,2,1
9099,1,0,0,,0,,,,1,1
9104,0,1,1,,0,,,,2,0
9105,0,1,0,,0,,,,0,0
9107,0,0,3,,0,,,,0,0
9111,1,1,2,,1,,,1,1,1
9118,0,0,11,,0,,,,0,0
9119,5,1,7,,0,,,,2,6
9126,1,0,4,,0,,,,0,2
9128,0,0,0,,0,,,,1,0
9129,1,3,3,,0,,,2,0,2
9131,0,0,1,,0,,,,0,0
9133,0,2,7,,0,,,,1,0
9135,0,1,4,,0,,,1,1,0
9138,0,2,0,,0,,,,0,0
9139,2,0,0,,0,,,,0,2
9141,1,1,0,,2,,,,2,2
9142,1,2,6,,1,,,,0,2
9153,2,0,3,,0,,,,0,2
9157,0,0,0,,0,,,,1,0
9159,1,1,1,,2,,,,1,2
9163,3,0,3,,1,,,,1,4
9164,0,0,9,,0,,,,2,0
9170,0,0,4,,0,,,,1,0
9172,1,0,1,,0,,,,0,2
9188,1,2,6,,1,,,,3,1
9189,1,0,4,,1,,,,0,1
9190,2,0,5,,0,,,,3,2
9191,0,1,5,,0,,,,0,0
9192,1,1,0,,0,,,2,1,2
9196,2,0,10,,4,,,,4,2
9199,2,0,0,,1,,,,1,2
9203,0,0,1,,0,,,,0,0
9204,2,1,4,,2,,,,0,2
9208,0,0,1,,0,,,,0,0
9209,0,1,9,,1,,,,0,0
9210,1,0,3,,0,,,,1,1
9211,2,1,4,,0,,1,,2,4
9216,0,1,4,,1,,,,0,0
9221,3,0,1,,0,,,1,0,3
9223,0,1,0,,0,,,,0,0
9227,0,0,1,,0,,,,0,0
9228,0,1,1,,1,,,,1,0
9231,3,0,1,,0,,,,0,4
9236,1,0,7,,0,,,,1,1
9239,0,0,2,,0,,,,2,0
9241,1,0,2,,3,,,,2,1
9244,0,0,0,,0,,,,1,0
9245,1,1,1,,0,,,,1,1
9246,1,1,8,,0,,,,1,1
9248,0,0,0,,0,,,,0,0
9249,0,2,1,,0,,,,1,0
9251,0,1,7,,0,,,,0,0
9253,0,0,5,,0,,,,3,0
9260,0,0,1,,1,,,,0,0
9264,2,0,1,,0,,,,1,2
9267,3,0,6,,0,,,,1,4
9273,2,2,7,,1,,,,1,2
9276,0,0,2,,3,,,,1,0
9278,0,1,2,,0,,,,0,0
9281,0,2,10,,0,,,,2,0
9287,0,1,4,,0,,,,1,0
9289,2,2,2,,0,,,,0,3
9290,3,3,6,,1,,,1,2,4
9298,0,0,2,,0,,,,1,0
9300,0,1,14,,0,,,,1,0
9306,0,0,3,,0,,,,0,0
9307,3,0,2,,2,,,1,0,5
9309,1,0,4,,0,,,,0,1
9312,2,1,2,,1,,,,0,2
9315,0,0,2,,0,,,,3,0
9318,2,1,1,,0,,,,0,2
9321,2,2,2,,2,,,,0,3
9324,0,2,1,,0,,,,0,0
9325,1,0,10,,1,,,,3,2
9327,0,0,3,,1,,,,0,0
9334,0,0,3,,0,,,,1,0
9335,0,3,6,,0,,,,1,0
9338,1,4,5,,0,,,,2,1
9341,1,0,3,,0,,,,2,1
9347,2,2,5,,0,,1,,1,4
9349,2,0,5,,0,,,,1,2
9351,1,0,2,,0,,,,3,2
9352,0,0,3,,0,,,,1,0
9356,0,0,9,,0,,,,3,0
9357,0,0,0,,0,,,,1,0
9360,2,2,10,,0,,,,1,3
9365,0,0,7,,0,,,1,3,0
9366,0,0,0,,0,,,,0,0
9367,1,2,10,,2,,1,,1,1
9368,3,1,5,,0,,,,0,4
9370,1,0,0,,0,,,,0,1
9377,3,1,2,,1,,,,2,3
9378,2,0,7,,1,,,,2,3
9381,3,0,5,,0,,,,0,5
9389,0,0,1,,0,,,,0,0
9397,0,2,5,,1,1,,,1,0
9399,0,1,9,,0,,,,0,0
9404,2,1,2,,0,,,,1,2
9405,1,0,5,,0,,,,3,1
9406,2,1,3,,0,,,,2,2
9410,1,1,4,,0,,,,0,1
9412,1,1,0,,0,,,1,1,2
9415,3,2,6,,0,,,,1,3
9420,0,1,4,,0,,,,1,0
9421,3,3,7,,1,,,1,0,3
9428,1,0,1,,2,,,,1,1
9431,0,0,0,,0,,,,0,0
9436,0,3,1,,0,,,,0,0
9437,0,5,4,,2,,,,2,0
9445,1,0,2,,1,,,,2,2
9446,0,1,3,,0,,,,1,0
9447,1,0,1,,0,,,1,1,1
9448,1,1,9,,0,,,,4,2
9450,0,0,3,,1,,,,1,0
9458,0,1,7,,0,,,,0,0
9460,0,0,7,,0,,,,1,0
9461,0,0,2,,0,,,1,4,0
9463,1,0,7,,1,,,,1,2
9464,0,0,2,,0,,,,0,0
9465,1,0,7,,0,,,,1,1
9466,2,3,2,,0,,,,3,2
9468,0,0,2,,1,,,,0,0
9469,0,0,0,,0,,,,0,0
9473,1,0,11,,0,,,,5,2
9475,1,0,0,,2,,,,1,1
9481,2,2,4,,0,,,,1,2
9483,3,1,4,,1,,,,2,3
9485,1,0,2,,0,,,,4,4
9499,0,1,2,,2,,,2,2,0
9502,1,1,1,,0,,,,1,1
9503,2,0,1,,0,,,1,0,2
9505,0,0,4,,0,,,,0,0
9506,1,1,14,,0,,,,2,1
9512,2,1,4,,0,,,,0,2
9515,0,0,0,,0,,,,0,0
9517,2,0,2,,0,,,,0,2
9522,1,0,8,,1,,,,2,2
9524,5,1,3,,2,,,,1,6
9527,0,0,3,,0,,,,0,0
9531,0,2,10,,0,,,,0,0
9536,1,0,3,,0,,,,1,1
9539,1,1,0,,0,,,,1,2
9545,1,1,2,,1,,,,1,5
9550,0,3,3,,0,,,,2,0
9555,2,0,4,,1,,,,1,3
9558,4,0,2,,0,,,,2,6
9560,0,1,7,,1,,,,0,0
9561,1,0,0,,0,,,,0,2
9562,0,2,9,,0,,,,2,0
9564,1,0,2,,2,,,,1,1
9570,1,2,15,,0,,,,0,2
9574,0,3,1,,0,,,,0,0
9575,1,1,7,,2,,,,2,2
9578,1,0,0,,0,,,,1,1
9579,3,3,5,,0,,1,,2,5
9584,0,0,5,,0,,,,0,0
9585,0,0,0,,1,,,,0,0
9587,2,0,3,,0,,,,0,3
9588,1,0,2,,0,,,,0,1
9589,0,0,2,,1,,,,1,0
9596,2,0,0,,0,,,,1,2
9597,0,1,5,,0,,,,1,0
9601,2,0,10,,0,,,,3,3
9605,0,0,0,,0,,,,0,0
9611,1,0,3,,0,,,,1,1
9612,0,0,1,,0,,,,0,0
9614,1,0,7,,0,,,,0,1
9616,0,0,1,,3,,,,0,0
9619,0,0,2,,0,,,,2,0
9623,1,1,6,,0,,,,1,3
9624,3,0,0,,0,,,,0,4
9627,3,1,2,,0,,,1,4,6
9628,1,3,5,,0,,,,5,1
9632,2,0,1,,1,,,,3,3
9633,1,0,0,,0,,,,0,1
9636,0,2,4,,0,,,,0,0
9637,0,0,4,,0,,,,1,0
9639,2,0,2,,0,,,,0,3
9642,0,0,2,,0,,,,0,0
9652,1,1,2,,0,,,,1,3
9655,1,2,8,,1,,,,1,1
9657,3,1,1,,2,,,,3,3
9658,0,0,1,,1,,,,1,0
9666,0,0,7,,1,,,,0,0
9668,0,0,1,,2,,,,0,0
9672,1,1,8,,0,,,,0,2
9673,0,0,11,,0,,,,2,0
9677,1,1,2,,0,,,,0,2
9678,2,3,5,,0,,,,2,3
9680,2,1,1,,2,,,,1,3
9682,5,0,4,,0,,,,0,5
9689,1,3,9,,1,,,,1,3
9693,0,1,2,,1,,,,1,0
9694,0,0,1,,0,,,,0,0
9697,2,0,12,,0,,,,0,2
9699,2,1,3,,0,,,2,0,3
9700,2,0,1,,1,,,,1,2
9705,0,0,0,,0,,,,0,0
9706,1,1,10,,0,,,,0,3
9716,3,1,1,,0,,,,0,3
9719,0,1,1,,0,,,,0,0
9720,5,0,9,,0,,,,2,5
9723,3,2,6,,2,,,,1,5
9730,1,0,1,,0,,,,2,1
9738,2,1,2,,0,,,,0,3
9742,0,1,3,,0,,,,2,0
9743,1,1,2,,1,,,,2,3
9745,0,1,8,,0,,,,0,0
9746,2,2,7,,0,,,,2,2
9747,3,3,2,,0,,,,3,4
9753,1,1,6,,0,,,,0,1
9756,0,1,8,,1,,,,2,0
9759,0,0,2,,0,,,,0,0
9760,1,0,0,,1,,,,3,1
9763,4,0,5,,1,,,,1,4
9764,1,2,2,,1,,,,1,2
9769,1,0,2,,0,,,,2,2
9771,0,0,3,,2,,,,0,0
9773,0,0,1,,0,,,,1,0
9778,1,0,6,,0,,,,1,2
9780,0,0,1,,2,,,,0,0
9784,0,2,11,,0,,,,0,0
9787,0,0,0,,1,,,,0,0
9789,0,1,3,,1,,,,2,0
9795,1,0,2,,0,,,,1,1
9796,0,1,5,,1,,,,0,0
9797,1,2,2,,0,,,,0,1
9805,0,0,0,,1,,,,2,0
9807,0,0,1,,0,,,,1,0
9810,0,0,5,,1,,,,0,0
9811,0,1,3,,0,,,,0,0
9815,0,0,3,,0,,,,0,0
9816,1,1,5,,0,,,,0,1
9817,0,0,0,,0,,,,1,0
9818,2,0,1,,1,,,,5,2
9820,0,0,2,,2,,,,2,0
9821,2,3,3,,0,,,1,1,4
9827,2,0,5,,1,,,,0,3
9830,0,1,8,,0,,,1,0,0
9834,2,2,2,,0,,,,2,5
9836,1,2,8,,0,,,1,1,1
9839,2,2,3,,0,,,,3,2
9841,1,1,0,,0,,,1,0,2
9846,0,3,1,,0,,1,,0,0
9852,0,0,0,,0,,,,0,0
9854,0,1,5,,0,,,,1,0
9857,0,1,0,,0,,,,0,0
9861,0,3,4,,1,,,,0,0
9863,1,1,3,,1,,,,0,1
9865,0,2,3,,0,,,1,0,0
9869,0,0,1,,0,,,,0,0
9873,0,0,1,,0,,,,0,0
9874,1,0,5,,0,,,,0,1
9881,3,0,3,,1,,,1,2,4
9885,0,1,2,,0,,,,0,0
9893,0,2,3,,0,,1,,0,0
9896,1,0,6,,0,,,,2,2
9899,1,0,1,,0,,,,1,1
9900,1,0,0,,0,,,,1,2
9901,0,2,1,,2,,,1,0,0
9905,1,0,5,,0,,,,0,1
9909,1,0,2,,1,,,,1,2
9912,0,2,1,,0,,,,0,0
9915,1,0,4,,0,,,,2,1
9917,0,0,3,,1,,,,1,0
9919,1,0,0,,0,,,,1,1
9931,0,1,2,,0,,,,0,0
9933,0,0,5,,1,,,,0,0
9934,0,0,1,,0,,,,0,0
9935,2,0,3,,0,,,,1,2
9937,0,0,2,,0,,,,1,0
9939,0,0,0,,0,,,1,2,0
9943,0,1,2,,1,,,,1,0
9945,0,0,0,,0,,,,1,0
9950,0,2,1,,0,,,,0,0
9951,0,0,1,,0,,,,0,0
9957,0,1,4,,0,,,,1,0
9962,1,1,0,,2,,,1,3,2
9964,0,0,6,,0,,,,0,0
9965,1,0,4,,0,,,,1,2
9966,0,0,1,,1,,,,1,0
9967,4,0,1,,0,,,1,2,5
9968,0,1,6,,0,,,,0,0
9972,0,1,2,,3,,,,0,0
9973,0,1,8,,0,,,,1,0
9975,0,1,1,,0,,,1,1,0
9977,0,0,2,,0,,,,0,0
9978,1,3,4,,0,,,,1,2
9979,2,1,0,,1,,,,0,2
9985,0,1,10,,0,,,,1,0
9991,2,1,2,,0,,,,1,3
9993,1,0,3,,0,,1,,0,1
9994,1,0,8,,0,,,,1,1
9995,1,0,10,,0,,,,0,1
9998,0,2,5,,0,,,,0,0
10002,0,1,4,,0,,,,3,0
10004,0,2,5,,0,,,,0,0
10009,1,0,1,,0,,,,1,1
10012,1,2,6,,0,,,,0,2
10020,0,1,0,,0,,,,1,0
10021,0,0,0,,0,,,,0,0
10022,1,0,6,,0,,,,0,1
10028,1,0,8,,0,,,,1,1
10034,0,0,0,,0,,,,0,0
10036,0,0,2,,3,,,,2,0
10037,2,1,2,,1,,,2,1,4
10038,1,0,2,,0,,,,1,3
10042,1,0,8,,0,,,,0,3
10044,0,0,0,,1,,,1,0,0
10045,0,0,3,,0,,,,2,0
10046,0,0,11,,1,,,,0,0
10055,1,0,2,,1,,,,1,1
10058,1,1,3,,0,,,,0,1
10061,0,0,1,,0,,,,1,0
10062,0,1,3,,0,,,,0,0
10064,2,0,11,,0,,,,2,3
10066,0,1,12,,1,,,,0,0
10070,0,1,5,,0,,,,0,0
10075,1,0,0,,0,,,1,0,1
10079,1,0,1,,0,,,,1,1
10080,0,0,1,,0,,,,3,0
10084,0,1,5,,0,1,,,0,0
10092,2,2,3,,0,,,,1,4
10093,3,1,8,,1,,,,1,3
10094,0,1,0,,0,,,,1,0
10095,0,0,11,,0,,,,0,0
10098,3,1,1,,1,,,,1,3
10099,0,1,3,,1,,,1,3,0
10101,0,0,2,,2,,,,1,0
10102,0,1,1,,0,,,,0,0
10115,2,0,10,,0,,,,1,3
10117,0,0,2,,0,,,,0,0
10119,5,0,2,,0,,,,2,6
10120,2,1,7,,1,,,,1,3
10123,0,0,15,,0,,,,1,0
10126,1,1,1,,0,,,,2,2
10127,0,0,7,,0,,,,0,0
